sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,upload,subjdata,rvwtime,rvwcomment,srvyrcomment,complete,stopq,test,parentid,status,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,srvtype,country,endstatus,uid,language,s06,s06a,s06a_s,s07,s08_o1,s08_o2,s08_o3,s08_o4,s08_o5,s08_o6,s08_o7,s08_o8,s08_o9,s08_o10,s08_o11,s08_o12,s08_o13,s08_o14,s08_o15,s08_o16,s08_o17,s08_o18,s08_o19,s08_o20,s08_98,s09,s10,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a04,a05,a09_o1,a09_o2,a09_o3,a09_o4,a09_o5,a09_o6,a09_98,t_a10_7,t_a10_8,t_a10_5,t_a10_9,t_a10_4,t_a11_1,t_a11_2,x01,x02,x03,x04,x11_timestamp,x11_blk,i_1_x11_c0,i_2_x11_c0,i_3_x11_c0,i_4_x11_c0,i_5_x11_c0,i_6_x11_c0,i_7_x11_c0,i_8_x11_c0,i_9_x11_c0,i_10_x11_c0,i_11_x11_c0,i_12_x11_c0,i_13_x11_c0,i_14_x11_c0,i_15_x11_c0,i_16_x11_c0,i_17_x11_c0,i_18_x11_c0,i_19_x11_c0,i_20_x11_c0,i_21_x11_c0,i_22_x11_c0,i_23_x11_c0,i_24_x11_c0,i_25_x11_c0,i_26_x11_c0,i_27_x11_c0,i_28_x11_c0,i_29_x11_c0,i_30_x11_c0,i_31_x11_c0,i_32_x11_c0,i_33_x11_c0,i_34_x11_c0,i_35_x11_c0,i_36_x11_c0,i_37_x11_c0,i_38_x11_c0,i_39_x11_c0,i_40_x11_c0,t_x23_1,t_x23_2,t_x23_3,t_x23_4,t_x23_5,b05,b08_randomization,b08,t_b10_1,t_b10_2,t_b10_3,t_b10_4,b11,b12,b13,c01_timestamp,c01,c01a,t_c02_1,t_c02_2,t_c02_3,t_c02_7,t_c03_2,t_c03_4,t_c03_5,t_c03_6,t_c03_7,c03_attention,t_c04_1,t_c04_2,t_c04_3,t_c04_5,t_c04_6,t_c04_8,t_c05_1,t_c05_3,t_c05_4,t_c05_6,t_c05_7,t_d08a_1,t_d08a_2,t_d08a_7,t_d08a_8,t_d08a_9,t_d08a_10,t_d08a_11,t_d08a_12,t_d08a_13,t_d08a_14,t_d08a_21,t_d08a_22,t_d08a_23,t_d08a_24,t_d08a_25,t_d08a_26,t_d08a_27,d11,d12,d12_txt1,d12_txt2,d13_order,d13,e01,intro_e02,e02,e03,e04,e04a,t_e05_1,t_e05_4,t_e05_5,t_e05_6,e05_attention,e06_1,t_e06_2_1,t_e06_2_2,t_e08_1,t_e08_2,e09,e10_o1,e10_o2,e10_o3,e10_o4,s_e10_1,s_e10_2,s_e10_3,e10_more_hv,e11,e14,f03,f04_o1,f04_o2,f04_o3,f04_o4,f04_o5,f04_o6,f04_o7,f04_o8,f04_o9,f04_o10,f04_o11,s_f04_98,f05_o1,f05_o2,f05_o3,f05_o4,f05_o5,f05_o6,s_f05_98,t_f06_1,t_f06_2,f08_o1,f08_o2,f08_o3,f08_o4,f08_o5,f08_o6,f08_o7,f08_o8,f08_o9,f08_o10,f08_o11,s_f08_98,f10,total_int_time,s08_1,s08_2,s08_3,s08_4,s08_5,s08_6,s08_7,s08_8,s08_9,s08_10,s08_95,s08_96,s08_97,s08_99,main_method,age_cat,multiple_sex_partners_v1,willing_to_use,condom_use,caseid,weight,qual,sample_source,p_id2021,surv_lang,device,gender,racethnicity,educ5,marital,employ,income,income4,income9,state,region4,region9,metro,internet,housing,home_type,phoneservice,hhsize,hh01,hh25,hh612,hh1317,hh18ov,a09_5,a09_7,a09_8,a09_97,a09_99,tot_children,desired_children,hhd_size,f04_o1_recode,f04_o2_recode,f04_o3_recode,f04_o4_recode,_merge
184066174,-1,05-08-2023 10:55,STGAutoWebSurveyor,4553306,64B539BG,00:08:10,05-08-2023 11:03,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,05-08-2023 10:55,05-08-2023 11:03,N/A,-1,2,8,3,4553306,1,34,1,,3,10,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,1,8,,,,,,,,4,,,4,4,5,2,1,3,2,05-08-2023 08:27,1,3,1,2,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,2,1,1,3,4,4,4,2,,2,05-08-2023 08:29,3,3,1,1,4,3,3,2,1,1,,1,3,2,5,3,3,2,3,2,2,3,1,,,,,,,,,,,1,1,1,1,1,2,2,30,100,,,1,2,3,,6,1,3,27,2,3,4,,1,1,,,0,0,,97,,,,,,,3,,1,1,9,,,,,,,,,,,,1,,,,,,,1,0,97,,,,,,,,,,,,2,8.166667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,1,3,0,10659,0.281069855,1,1,13809,1,Smartphone,1,1,3,5,1,8,2,4,MO,2,4,1,1,2,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,,,,,3
184066213,-1,05-08-2023 10:56,STGAutoWebSurveyor,1430532,64B539BG,00:11:30,05-08-2023 11:07,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,05-08-2023 10:56,05-08-2023 11:07,N/A,-1,2,8,1,1430532,1,54,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,1,7,8,5,,,,,4,3,4,,,4,4,2,1,2,2,05-08-2023 08:28,1,2,1,1,1,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,3,1,1,3,3,4,4,5,,3,05-08-2023 08:32,3,3,2,2,2,2,2,2,2,2,,1,2,2,4,2,2,3,3,1,2,2,1,,,,,,,,,,,1,1,1,1,1,2,2,10,50,,,1,2,3,,1,,5,54,4,2,3,,1,3,,,3,0,1,97,,,,,,,3,,1,1,1,,,,,,,,,,,,2,,,,,,,2,1,2,,,,,,,,,,,,2,11.516666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,2,0,10105,1.788124591,1,1, ,1,Desktop,1,1,4,1,1,17,4,9,NJ,1,2,1,1,1,1,3,5,0,0,0,1,4,1,1,1,0,0,3,0,3,,,,,3
184066443,-1,05-08-2023 11:00,STGAutoWebSurveyor,2000000006,64B539BG,00:06:48,05-08-2023 11:07,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,05-08-2023 11:00,05-08-2023 11:07,N/A,-1,2,8,3,2000000006,1,34,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,3,1,97,,,,,,,4,,,,,1,5,9,9,9,9,05-08-2023 08:32,2,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,3,1,99,3,3,3,3,99,,3,05-08-2023 08:34,1,3,3,3,3,3,3,3,3,3,,1,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,97,97,97,97,97,97,97,,,,,2,2,2,,2,,2,34,3,3,3,,1,3,,,0,0,,97,,,,,,,3,,1,1,2,,,,,,,,,,,,5,,,,,,,4,0,99,,,,,,,,,,,,1,6.8000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,1,1,108,1.407444667,1,20, ,1,Smartphone,1,1,2,5,1,8,2,4,FL,3,5,1,1,1,4,2,5,0,0,0,0,5,0,0,0,1,0,0,0,4,,,,,3
184066543,-1,05-08-2023 11:03,STGAutoWebSurveyor,2000000014,64B539BG,00:05:54,05-08-2023 11:09,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,05-08-2023 11:03,05-08-2023 11:09,N/A,-1,2,8,3,2000000014,1,49,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,1,97,,,,,,,,,,,,4,2,2,2,9,9,05-08-2023 08:34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,3,3,3,3,3,4,2,2,3,4,1,2,99,4,4,3,4,1,,1,05-08-2023 08:35,5,5,2,2,2,4,2,2,2,3,,1,2,3,4,2,2,3,3,2,1,3,3,,,,,,,,,,,1,1,1,1,1,2,2,50,100,,,2,2,4,,1,,5,53,2,2,2,,1,3,,,0,1,1,1,2,,,2,2,,1,99,1,7,,,,,,,,,,,,,3,5,,,,,,2,1,2,,,,,,,,,,,,3,5.9000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,3,0,116,1.21817284,1,20, ,1,Smartphone,1,4,3,1,5,7,2,4,MI,2,3,0,1,2,1,2,3,0,0,0,1,2,0,0,0,1,0,1,4,3,,,,,3
184066550,-1,05-08-2023 11:03,STGAutoWebSurveyor,2000000016,64B539BG,00:05:50,05-08-2023 11:09,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,05-08-2023 11:03,05-08-2023 11:09,N/A,-1,2,8,3,2000000016,1,47,1,,1,8,5,,,,,,,,,,,,,,,,,,,,,,5,5,,4,2,,1,7,,,,,,,4,5,5,,,2,2,4,3,3,3,05-08-2023 08:34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,1,2,1,3,3,3,4,3,3,3,2,1,2,4,4,4,2,,2,05-08-2023 08:36,2,2,2,2,3,2,5,2,4,5,,1,3,3,4,4,3,3,3,2,2,3,2,,,,,,,,,,,2,1,1,2,2,2,2,50,75,,,1,2,3,,1,,5,49,5,2,4,,1,3,,,2,0,1,1,2,,,2,0,,2,,1,1,9,,,,,,,,,,,,5,,,,,,,2,2,2,,,,,,,,,,,,2,5.8333335,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,4,0,3,0,118,1.346046476,1,20, ,1,Desktop,1,1,4,1,1,11,3,6,FL,3,5,1,1,1,2,4,4,0,0,2,0,2,,1,,0,0,2,2,4,,,,,3
184066564,-1,05-08-2023 11:03,STGAutoWebSurveyor,268481,64B539BG,00:22:11,05-08-2023 11:25,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,05-08-2023 11:03,05-08-2023 11:25,N/A,-1,2,8,1,268481,1,40,1,,2,7,8,1,97,,,,,,,,,,,,,,,,,,,,8,8,4,2,,2,1,99,,,,,,,2,5,,,,3,3,1,1,3,3,05-08-2023 08:38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,1,3,3,3,2,3,1,4,1,1,2,3,1,1,4,3,3,4,5,3,1,05-08-2023 08:49,4,4,1,3,1,2,3,1,1,3,,1,3,1,5,3,2,3,3,2,2,2,2,,,,,,,,,,,2,1,1,1,1,2,2,25,100,,,1,2,4,,6,2,,,3,1,4,,1,3,,,0,0,,1,2,3,,2,2,4,1,4,1,6,,,,,,,,,,,,,5,,,,,,,1,0,99,,,,,,,,,,,,2,22.216667,1,0,0,0,0,0,1,1,0,0,0,0,1,0,8,3,1,2,0,10572,1.729680648,1,1, ,1,Smartphone,1,2,1,5,6,1,1,1,AZ,4,8,1,1,3,3,4,1,0,0,0,0,1,0,0,,0,1,0,8,1,,,,,3
184066621,-1,05-08-2023 11:04,STGAutoWebSurveyor,6231112,64B539BG,00:09:09,05-08-2023 11:14,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,05-08-2023 11:04,05-08-2023 11:13,N/A,-1,2,8,3,6231112,1,57,1,,1,7,8,,,,,,,,,,,,,,,,,,,,,,7,7,2,2,,1,2,99,,,,,,,4,4,,,,2,2,9,9,9,9,05-08-2023 08:36,2,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,1,1,3,4,3,4,99,,1,05-08-2023 08:39,3,3,2,2,2,2,2,2,2,3,,1,2,2,3,2,2,2,1,2,2,2,2,,,,,,,,,,,1,1,1,2,1,2,2,,,,,1,2,8,,1,,5,60,4,2,3,,1,3,,,0,0,,3,,,,,,1,1,6,1,1,1,,,,,,,,,,,Legal,2,,,,,,,1,0,3,,,,,,,,,,,,1,9.1499996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,4,0,1,1,10109,0.448343095,1,1, ,1,Desktop,1,2,5,1,1,15,4,8,MD,3,5,1,1,2,3,2,2,0,0,0,0,2,0,0,,0,1,0,1,1,1,,,,3
184066896,-1,05-08-2023 11:09,STGAutoWebSurveyor,8639587,64B539BG,00:09:02,05-08-2023 11:18,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-6,,,,05-08-2023 11:09,05-08-2023 11:18,N/A,-1,2,8,3,8639587,1,24,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,1,99,,,,,,,,,,,,1,1,9,9,9,9,05-08-2023 08:42,3,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,2,,,,,,,,,,,1,4,4,1,4,2,2,99,5,1,5,5,1,,1,05-08-2023 08:44,5,5,5,5,5,5,5,5,5,5,,1,5,5,5,5,5,5,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,2,1,123,123,,,2,3,1,,1,,1,25,5,5,5,,1,1,,,3,2,1,1,2,,,4,3,,1,1,4,1,7,,,,,,,,,,,,3,,,,,,,1,0,2,,,,,,,,,,,,3,9.0500002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,0,3,0,10678,0.637386955,1,1,13883,1,Smartphone,1,1,2,5,1,15,4,8,CO,4,8,1,1,2,1,4,3,0,0,0,0,3,0,0,0,0,1,5,7,1,,,,,3
184066931,-1,05-08-2023 11:10,STGAutoWebSurveyor,2212764,64B539BG,00:10:41,05-08-2023 11:20,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,05-08-2023 11:10,05-08-2023 11:20,N/A,-1,2,8,1,2212764,1,36,1,,1,9,,,,,,,,,,,,,,,,,,,,,2,,9,9,,,,,2,7,8,5,,,,,4,4,3,5,,,5,2,1,1,1,05-08-2023 08:43,3,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2,2,1,1,,,,,,,,,,,3,4,3,4,3,1,2,2,3,3,3,3,4,,1,05-08-2023 08:46,5,4,3,3,3,3,2,1,1,3,,1,1,1,4,1,2,3,2,1,2,1,3,,,,,,,,,,,1,1,1,1,1,2,2,20,30,,,2,2,4,,1,,5,33,5,1,4,,1,,3,,1,3,1,1,2,,,1,3,,2,,2,1,6,,,,,,,,,,,,2,,,,,,,2,4,3,,,,,,,,,,,,3,10.683333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,0,3,0,10564,0.310312004,1,1, ,1,Desktop,1,1,5,1,1,12,3,7,IN,2,3,1,1,1,1,4,6,1,1,2,0,2,1,1,1,0,0,4,4,6,,,,,3
184066998,-1,05-08-2023 11:11,STGAutoWebSurveyor,2000000019,64B539BG,00:08:16,05-08-2023 11:20,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Approved,-5,,,,05-08-2023 11:11,05-08-2023 11:20,N/A,-1,2,8,3,2000000019,1,56,1,,4,8,,,,,,,,,,,,,,,,,,,,,,,8,8,,1,,,1,7,,,,,,,2,5,,,,2,5,2,2,2,2,05-08-2023 08:43,3,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,2,3,1,3,3,,,,,,,,,,,2,5,2,4,4,1,2,2,5,4,4,4,4,,2,05-08-2023 08:45,4,3,1,2,1,2,2,1,1,2,,1,2,2,4,2,2,2,3,2,2,3,2,,,,,,,,,,,1,1,1,2,1,2,2,25,125,,,2,1,2,,1,,5,55,5,1,2,,1,3,,,2,0,1,1,2,,,2,1,,1,99,2,1,7,,,,,,,,,,,,2,,,,,,,3,0,3,,,,,,,,,,,,2,8.2833338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,1,3,0,121,1.638502246,1,20, ,1,Desktop,1,1,4,1,1,13,3,7,IL,2,3,1,1,1,1,2,3,0,0,0,0,3,0,1,,0,0,2,3,3,,,,,3
184067044,-1,05-08-2023 11:12,STGAutoWebSurveyor,6511483,64B539BG,00:11:28,05-08-2023 11:24,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,05-08-2023 11:12,05-08-2023 11:24,N/A,-1,2,8,1,6511483,1,37,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,2,7,8,,,,,,4,4,,,4,5,5,2,1,2,1,05-08-2023 08:45,2,,,,,,,,,,,1,1,2,3,3,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,4,5,5,2,5,3,2,1,4,4,4,4,5,,2,05-08-2023 08:49,5,5,1,1,1,3,1,2,1,1,,1,2,1,5,1,1,2,3,1,2,3,2,,,,,,,,,,,1,1,1,2,97,2,2,20,20,,,1,1,4,,1,,5,31,5,1,3,,1,3,,,0,0,,1,2,,,1,1,,1,3,1,1,1,,,,,,,,,,,,2,,,,,,,2,,97,,,,,,,,,,,,2,11.466666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,11013,0.269997584,1,1,15699,1,Desktop,1,5,4,1,1,14,4,8,WV,3,5,1,1,1,1,4,2,0,0,0,0,2,0,1,1,0,0,0,2,2,,,,,3
184067161,-1,05-08-2023 11:14,STGAutoWebSurveyor,2000000022,64B539BG,00:05:03,05-08-2023 11:19,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,05-08-2023 11:14,05-08-2023 11:19,N/A,-1,2,8,3,2000000022,1,22,1,,2,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,8,,,,,,,,4,,,,1,4,9,3,2,3,05-08-2023 08:46,2,,,,,,,,,,,2,1,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,5,3,2,3,2,1,1,2,4,4,3,4,3,,1,05-08-2023 08:47,3,4,4,4,5,3,4,4,4,5,,1,4,3,5,3,4,5,2,2,1,1,2,,,,,,,,,,,2,2,2,2,2,2,1,22,50,,,2,3,4,,6,2,,,4,4,5,,1,3,,,0,1,1,2,,,,,1,,2,,5,1,7,,,,,,,,,,,,3,,,,,,,1,0,1,,,,,,,,,,,,1,5.0500002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,1,3,0,124,1.031394569,1,20, ,1,Smartphone,1,2,3,5,1,4,1,2,IL,2,3,1,1,2,3,4,1,0,0,0,0,1,0,0,1,0,0,1,1,1,,,,,3
184067178,-1,05-08-2023 11:14,STGAutoWebSurveyor,2000000027,64B539BG,00:14:46,05-08-2023 11:29,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,05-08-2023 11:14,05-08-2023 11:29,N/A,-1,2,8,1,2000000027,1,49,1,,2,9,,,,,,,,,,,,,,,,,,,,,3,,9,9,,,,,1,7,8,5,,,,,2,4,4,5,,,4,4,1,1,1,05-08-2023 08:48,2,,,,,,,,,,,2,2,1,1,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,1,1,1,4,4,4,4,2,,1,05-08-2023 08:50,5,4,2,4,4,2,3,3,2,3,,1,1,2,5,1,4,4,3,1,2,1,1,,,,,,,,,,,1,1,1,2,1,2,2,25,35,,,2,3,2,,2,,1,38,4,4,4,,1,,1,,2,1,1,97,,,,,,,3,,1,1,4,,,,,,,,,,,,2,,,,,,,2,0,97,,,,,,,,,,,,2,14.766666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,1,3,0,129,0.643620966,1,20, ,1,Smartphone,1,2,5,1,1,14,4,8,MO,2,4,1,1,1,1,3,2,0,0,0,0,2,1,1,1,0,0,3,0,2,,,,,3
184067219,-1,05-08-2023 11:15,STGAutoWebSurveyor,2000000026,64B539BG,00:08:39,05-08-2023 11:24,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,05-08-2023 11:15,05-08-2023 11:24,N/A,-1,2,8,3,2000000026,1,34,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,1,2,8,5,,,,,,5,5,5,,,5,5,4,1,1,1,05-08-2023 08:48,1,2,2,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,5,1,2,1,4,5,5,5,3,5,1,05-08-2023 08:50,5,4,5,4,4,5,4,5,5,4,,1,4,5,4,4,4,5,1,1,1,1,2,,,,,,,,,,,1,2,1,1,1,2,2,250,450,,,2,3,4,,1,,5,30,4,5,4,,1,1,,,3,1,1,1,2,,,4,3,,1,2,4,2,1,,,,,,,,,,,,5,,,,,,,2,4,6,,,,,,,,,,,,1,8.666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,3,1,128,0.223102259,1,20, ,1,Smartphone,1,1,4,1,1,13,3,7,VA,3,5,1,1,2,3,2,6,1,0,2,1,2,1,0,1,0,0,4,7,6,,,,,3
184067281,-1,05-08-2023 11:17,STGAutoWebSurveyor,2000000024,64B539BG,00:19:24,05-08-2023 11:36,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,05-08-2023 11:17,05-08-2023 11:36,N/A,-1,2,8,1,2000000024,1,19,1,,2,7,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,1,2,8,,,,,,,5,5,,,,1,5,1,3,9,9,05-08-2023 08:49,1,1,2,1,3,1,2,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,4,1,2,99,1,5,5,3,2,3,1,05-08-2023 08:52,2,5,4,4,4,2,1,4,5,2,,1,4,4,5,3,4,4,2,2,1,1,2,,,,,,,,,,,97,97,97,97,97,97,97,5,8,,,2,1,4,,6,1,4,18,2,2,2,,1,1,,,,,,1,2,,,2,2,,1,2,6,4,,,,,,,,,,,,,1,,,,,,,6,7,7,,,,,,,,,,,,2,19.416666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,3,1,126,0.377315918,1,20, ,1,Smartphone,1,4,2,5,1,17,4,9,TX,3,7,1,1,1,1,4,6,0,2,3,4,2,0,0,1,0,0,0,4,13,,,,,3
184067318,-1,05-08-2023 11:17,STGAutoWebSurveyor,6635488,64B539BG,00:23:25,05-08-2023 11:41,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,05-08-2023 11:17,05-08-2023 11:40,N/A,-1,2,8,1,6635488,1,30,1,,2,7,1,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,1,1,8,5,,,,,,4,4,4,,,4,4,2,1,1,3,05-08-2023 08:50,1,2,2,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,4,3,2,1,4,3,3,4,4,3,2,05-08-2023 08:56,4,4,1,2,2,2,2,2,1,2,,1,2,2,4,2,2,2,3,2,1,3,2,,,,,,,,,,,1,1,1,1,1,1,1,40,80,,,2,1,7,,6,2,,,4,2,4,,1,3,,,0,0,,3,,,,,,2,1,6,1,2,9,,,,,,,,,,,,2,,,,,,,1,0,3,,,,,,,,,,,,2,23.433332,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,3,1,10717,2.150926726,1,1, ,1,Smartphone,1,1,2,5,1,7,2,4,MN,2,4,1,1,2,3,4,3,0,0,0,0,3,1,0,1,0,0,0,2,1,,,,,3
184067351,-1,05-08-2023 11:18,STGAutoWebSurveyor,1363405,64B539BG,00:09:46,05-08-2023 11:28,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,3,,,,05-08-2023 11:18,05-08-2023 11:28,N/A,-1,2,8,3,1363405,1,46,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,1,1,99,,,,,,,5,,,,,5,5,3,1,1,9,05-08-2023 08:50,1,1,3,2,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,3,2,2,2,99,2,5,5,2,4,2,2,05-08-2023 08:51,2,4,4,3,4,3,3,2,5,5,,1,5,5,1,2,1,1,3,2,2,1,2,,,,,,,,,,,1,2,2,2,2,1,97,40,80,,,2,1,8,,5,1,2,35,4,5,4,,1,3,,,,,,97,,,,,,,3,,2,6,,,,,,,,,,,,,4,,,,,,,2,,8,,,,,,,,,,,,2,9.7666664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,0,3,1,10386,0.658524621,1,1,12259,1,Smartphone,1,6,5,1,2,18,4,9,CA,4,9,1,1,1,1,4,4,0,0,0,2,2,0,0,0,0,1,0,0,2,,,,,3
184067480,-1,05-08-2023 11:20,STGAutoWebSurveyor,7868149,64B539BG,00:15:51,05-08-2023 11:36,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-4,,,,05-08-2023 11:20,05-08-2023 11:36,N/A,-1,2,8,1,7868149,1,39,1,,1,7,5,,,,,,,,,,,,,,,,,,,,,,7,7,2,,4,1,1,8,,,,,,,4,3,3,,,4,5,2,1,2,2,05-08-2023 08:53,3,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,,,,,,,,,,,1,4,2,4,4,3,1,1,2,4,4,4,6,4,1,05-08-2023 08:56,4,3,2,2,3,2,3,2,2,4,,1,3,3,4,3,2,3,3,2,1,2,2,,,,,,,,,,,1,1,1,1,1,1,2,10,50,,,2,2,5,,1,,5,37,4,1,4,,1,3,,,,,,1,2,,,6,6,,1,6,2,1,1,,,,,,,,,,,,2,,,,,,,2,4,3,,,,,,,,,,,,1,15.85,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,3,0,2,1,10324,0.404806397,1,1,11972,1,Desktop,1,2,5,1,1,13,3,7,OH,2,3,1,1,1,1,4,6, , ,1,1,1,,0,1,0,0,0,12,6,,,,,3
184067484,-1,05-08-2023 11:20,STGAutoWebSurveyor,2000000015,64B539BG,00:36:06,05-08-2023 11:56,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,05-08-2023 11:20,05-08-2023 11:56,N/A,-1,2,8,1,2000000015,1,57,1,,1,6,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,1,7,,,,,,,4,,,,5,4,,1,2,2,2,05-08-2023 09:10,3,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,3,3,3,,,,,,,,,,,4,3,4,4,4,3,1,2,4,5,5,5,3,,3,05-08-2023 09:21,3,3,1,1,1,1,2,1,1,2,,1,1,1,5,3,1,2,1,1,1,1,1,,,,,,,,,,,2,1,1,2,2,2,1,20,30,,,2,1,7,,1,,5,52,5,2,4,,1,,,5,2,0,1,1,2,,,1,1,,1,,1,1,10,,,,,,,,,,,Train Employees,2,,,,,,,4,0,3,,,,,,,,,,,,2,36.116665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,3,0,117,1.230098049,1,20, ,1,Desktop,1,1,4,1,1,12,3,7,SC,3,5,1,1,1,1,4,4,0,0,0,0,4,0,1,0,0,0,2,2,4,10,,,,3
