sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,netduration,stgver,upload,subjdata,srvyrcomment,complete,stopq,test,parentid,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,country,psuid,htype,confirm,rev01,gps,hhid,language,s01,s02,s03_o1,s03_o2,s03_o3,s03_o4,s03_o5,s03_o6,s03_o7,s03_o8,s03_o9,s03_o10,s03_o11,s03_o12,s03_o13,s03_o14,s03_o15,s03_o16,s03_98,irb1,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a03,a04_o1,a04_o2,a04_o3,a04_o4,a04_o5,a04_o6,a04_o7,a04_o8,a04_o9,a04_o10,a04_o11,a04_o12,a04_o13,a04_o14,a04_o15,a04_o16,a04_98_other,t_a06_1,t_a06_2,t_a06_3,t_a06_4,t_a07_1,t_a07_2,b01,t_b02_1,t_b02_2,t_b02_3,t_b02_4,t_b02_5,t_b02_6,t_b03_1,t_b03_2,t_b03_3,t_b03_4,b04,t_b05_1,t_b05_2,t_b05_3,t_b05_4,t_b05_5,t_b05_6,t_b06_1,t_b06_2,t_b06_3,t_b06_4,t_b06_5,t_b06_6,t_b07_1,t_b07_2,t_b07_3,t_b07_4,t_b08_1,t_b08_2,t_b08_3,b09,c_intro,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_4,t_c03_1,t_c03_2,t_c03_3,t_c03_4,t_c03_5,t_c03_6,t_c04_1,t_c04_2,t_c04_3,t_c04_4,t_c04_5,t_c04_1_1,t_c04_1_2,t_c04_1_3,t_c04_1_4,t_c05_1,t_c05_2,t_c05_3,t_c05_4,t_c05_5,t_c05_6,t_c05_7,t_c05_8,t_c06_1,t_c06_2,t_c06_3,t_c06_4,t_c06_5,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_s,d02_o1,d02_o2,d02_o3,d02_o4,d02_o5,d02_o6,d02_o7,d02_o8,d02_o9,d02_o10,d02_o11,d02_o12,d02_o13,d02_s,t_d03_1,t_d03_2,t_d03_3,t_d03_4,t_d03_5,t_d03_6,t_d03_7,t_d03_8,t_d03_9,t_d04_1,t_d04_2,t_d04_3,t_d04_4,d05_1,d05_2,d05_3,d06,e01,e01_checkpasswd,e02,e03,e04_1,t_e04_2_1,t_e04_2_2,t_e05_1,t_e05_2,e07_o1,e07_o2,e07_o3,e07_o4,s_e07_1,s_e07_2,s_e07_3,e07_more_hv,e08,e09,e11,f01,f01_98,f02,f03_o1,f03_o2,f03_o3,f03_o4,f03_o5,f03_o6,f03_98,f04,f04_98_other,f05a,f05b_o1,f05b_o2,f05b_o3,f05b_o4,f05b_o5,f05b_o6,f05b_o7,f05b_s,f05c,f05c_98_other,f05d_o1,f05d_o2,f05d_o3,f05d_o4,f05d_o5,f05d_o6,f05d_o7,f05d_o8,f05d_o9,f05d_o10,f05d_o11,f05d_o12,f05d_o13,f05d_s,f05e_o1,f05e_o2,f05e_o3,f05e_o4,f05e_o5,f05e_o6,f05e_o7,f05e_s,f05f_o1,f05f_o2,f05f_o3,f05f_o4,f05f_o5,f05f_o6,f05f_o7,f05f_o8,f05f_o9,f05f_o10,f05f_o11,f05f_s,f05g_o1,f05g_o2,f05g_o3,f05g_o4,f05g_o5,f05g_o6,f05g_o7,f05g_o8,f05g_s,f05h_o1,f05h_o2,f05h_o3,f05h_o4,f05h_o5,f05h_o6,f05h_o7,s03_1,s03_2,s03_3,s03_4,s03_5,s03_6,s03_7,s03_8,s03_9,s03_10,s03_15,s03_16,s03_97,s03_99,f03_1,f03_2,f03_3,f03_4,f03_5,f03_6,f03_7
165194996,-1,3/18/2022 11:46,VN.096,PC_Subject,,00:18:16,00:15:35,1.32.557.20849 PC,3/18/2022 12:04,"All steps are completed: PSUID=3271, HHID=219",,1,92,0,,7,,,,3/18/2022 11:46,3/18/2022 12:04,N/A,-1,Vietnam,3271,rural,Yes,,No,219,Vietnamese,Yes,23,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Satisfied,,,,Probably not,Probably not,4 to 6 months,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Small problem,Small problem,Not a problem at all,Big problem,Not a problem at all,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Small problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A little,A moderate amount,,,,,,,Married,3 to 5 years,We decide equally,,,0,1,Either:,,,,,,2,More kids: E05 <E07,In the next 3 to 5 years,Never,Never used / not aware of this method,High School(Year 10 - 12),,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165195503,-1,3/18/2022 12:11,VN.096,PC_Subject,,00:29:34,00:12:51,1.32.557.20849 PC,3/18/2022 12:40,"All steps are completed: PSUID=3228, HHID=242",,1,92,0,,7,,,,3/18/2022 12:11,3/18/2022 12:40,N/A,-1,Vietnam,3228,rural,Yes,,No,242,Vietnamese,Yes,21,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Satisfied,,,,Might or might not,Might or might not,Use right away,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,Not at all,A lot,A lot,,,,,,,Living together as if married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,Not in past year,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165195808,-1,3/18/2022 12:41,VN.089,PC_Subject,,00:21:40,00:20:53,1.32.557.20849 PC,3/18/2022 1:02,"All steps are completed: PSUID=3136, HHID=108",,1,92,0,,7,,,,3/18/2022 12:41,3/18/2022 1:02,N/A,-1,Vietnam,3136,urban,Yes,,No,108,Vietnamese,Yes,30,Daily pill,Male condom,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,Rarely,,,"Want to avoid pregnancy, but would be ok if it happened",Less acne/Better skin,,,,,,,,,,,,,,,,,Satisfied,,,Satisfied,Probably not,Probably not,Use right away,,,,,,,,,,,,Big problem,Not a problem at all,Not a problem at all,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Not a problem at all,Big problem,Not a problem at all,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,1000000,,,Married,3 to 5 years,We decide equally,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165196850,-1,3/17/2022 9:36,VN.122,PC_Subject,,00:32:26,00:22:23,1.32.557.20849 PC,3/18/2022 2:00,"All steps are completed: PSUID=3121, HHID=219",,1,92,0,,7,,,,3/17/2022 9:36,3/17/2022 10:09,N/A,-1,Vietnam,3121,urban,Yes,,No,219,Vietnamese,Yes,31,Daily pill,,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,,,,Want to avoid pregnancy at all costs,Sore breasts,Regular periods,Lighter periods,Lower sex drive or interest,Vaginal dryness,,,,,,,,,,,,,,,,Satisfied,Probably not,Probably not,7,,,,,,,,,,,,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Big problem,Small problem,Not a problem at all,Not a problem at all,Not a problem at all,Small problem,Not a problem at all,Small problem,Not a problem at all,Not a problem at all,,,,STI and HIV protection is a must-have,,No change,No difference,No difference,No difference,Good thing,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,70000,,,Married,10+ years,We decide equally,,,1,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 6 to 10 years,Never,Not in past year,High School(Year 10 - 12),,Do not work,,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
165197638,-1,3/17/2022 10:24,VN.122,PC_Subject,,00:18:56,00:17:11,1.32.557.20849 PC,3/18/2022 2:34,"All steps are completed: PSUID=3153, HHID=297",,1,92,0,,7,,,,3/17/2022 10:24,3/17/2022 10:43,N/A,-1,Vietnam,3153,urban,Yes,,No,297,Vietnamese,Yes,27,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,Not often,,Would be ok either way,,,,,,,,,,,,,,,,,,Very Satisfied,Satisfied,,,Probably not,Probably not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,No difference,Good thing,No difference,Good thing,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,,,,Married,3 to 5 years,We decide equally,,,0,0,Undecided,,,,,,,Undecided: E07=97,,Never,Don't remember,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
165199408,-1,3/17/2022 10:59,VN.122,PC_Subject,,00:30:13,00:15:02,1.32.557.20849 PC,3/18/2022 3:20,"All steps are completed: PSUID=3153, HHID=178",,1,92,0,,7,,,,3/17/2022 10:59,3/17/2022 11:29,N/A,-1,Vietnam,3153,urban,Yes,,No,178,Vietnamese,Yes,24,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Not often,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Very Satisfied,,,,Probably not,Probably not,1 to 2 years,,,,,,,,,,,,Small problem,Small problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Small problem,,,,"STI and HIV protection is nice to have, but not necessary",,Somewhat more involved,No difference,No difference,No difference,Good thing,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,A little,A little,A lot,,,,,,,Married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Unsure,Never,Not in past year,Graduate from university/college,,Whenever work is available,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165201435,-1,3/17/2022 11:55,VN.122,PC_Subject,,00:21:35,00:15:30,1.32.557.20849 PC,3/18/2022 4:08,"All steps are completed: PSUID=3153, HHID=235",,1,92,0,,7,,,,3/17/2022 11:55,3/18/2022 12:17,N/A,-1,Vietnam,3153,urban,Yes,,No,235,Vietnamese,Yes,20,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Definitely not,Probably not,4 to 6 months,,,,,,,,,,,,Big problem,Small problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Small problem,Small problem,Big problem,Small problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,No difference,Good thing,Good thing,Good thing,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,A little,A moderate amount,A little,,,,,,,Never married,1 to 2 years,I always decide,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,4 or more times in past year,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165246522,-1,3/18/2022 5:06,VN.122,PC_Subject,,00:24:27,00:14:09,1.32.557.20849 PC,3/19/2022 9:21,"All steps are completed: PSUID=3271, HHID=251",,1,92,0,,7,,,,3/18/2022 5:06,3/18/2022 5:30,N/A,-1,Vietnam,3271,rural,Yes,,No,251,Vietnamese,Yes,43,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably not,Probably not,4 to 6 months,,,,,,,,,,,,Big problem,Not a problem at all,Not a problem at all,Big problem,Not a problem at all,Big problem,Small problem,Small problem,Small problem,Small problem,Not a problem at all,Small problem,Small problem,Small problem,Small problem,Small problem,,,,"STI and HIV protection is nice to have, but not necessary",,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A little,A little,A little,,,,,,,Married,10+ years,He usually decides,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,Not in past year,Middle(Year 6 - 9),,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165246756,-1,3/19/2022 9:22,VN.096,PC_Subject,,00:15:56,00:14:00,1.32.557.20849 PC,3/19/2022 9:38,"All steps are completed: PSUID=3153, HHID=103",,1,92,0,,7,,,,3/19/2022 9:22,3/19/2022 9:38,N/A,-1,Vietnam,3153,urban,Yes,,No,103,Vietnamese,Yes,29,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,Would be ok either way,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably,Probably,Within 7 to 12 months,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Small problem,Small problem,Big problem,Small problem,Small problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,,,,Married,3 to 5 years,We decide equally,,,0,1,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,2 times in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165247068,-1,3/18/2022 5:49,VN.122,PC_Subject,,00:16:39,00:13:54,1.32.557.20849 PC,3/19/2022 9:56,"All steps are completed: PSUID=3271, HHID=107",,1,92,0,,7,,,,3/18/2022 5:49,3/18/2022 6:05,N/A,-1,Vietnam,3271,rural,Yes,,No,107,Vietnamese,Yes,25,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Would be ok either way,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably,Probably,1 to 2 years,,,,,,,,,,,,Small problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Big problem,Not a problem at all,Small problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat less involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,,,,Married,6 - 9 years,We decide equally,,,1,0,Sons:,,,,1,,,Don't want more: E05≥ E07,,Never,Not in past year,Graduate from university/college,,Throughout the year,"Professional, technical, managerial",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
165247747,-1,3/18/2022 6:26,VN.122,PC_Subject,,00:20:37,00:14:45,1.32.557.20849 PC,3/19/2022 10:37,"All steps are completed: PSUID=3251, HHID=177",,1,92,0,,7,,,,3/18/2022 6:26,3/18/2022 6:47,N/A,-1,Vietnam,3251,rural,Yes,,No,177,Vietnamese,Yes,25,Daily pill,Male condom,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Want to avoid pregnancy at all costs,Irregular periods,Lighter periods,Lower sex drive or interest,More acne,Nausea,Vaginal dryness,,,,,,,,,,,,Satisfied,,,,Might or might not,Might or might not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Good thing,Good thing,Good thing,Good thing,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,1000000,,,Never married,1 to 2 years,He usually decides,,,0,0,Sons:,Daughters:,,,2,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,2 times in past year,Diploma/Certificate,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165247821,-1,3/19/2022 10:26,VN.096,PC_Subject,,00:16:59,00:11:41,1.32.557.20849 PC,3/19/2022 10:43,"All steps are completed: PSUID=3228, HHID=234",,1,92,0,,7,,,,3/19/2022 10:26,3/19/2022 10:43,N/A,-1,Vietnam,3228,rural,Yes,,No,234,Vietnamese,Yes,34,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Satisfied,,,,Probably,Might or might not,4 to 6 months,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Good thing,Good thing,Good thing,Good thing,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A little,A little,A moderate amount,,,,,,,Married,3 to 5 years,We decide equally,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,Never used / not aware of this method,Diploma/Certificate,,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165248657,-1,3/19/2022 11:05,vn.088,Android_Subject,,00:30:33,00:24:28,1.32.553.502 AN,3/19/2022 11:36,"All steps are completed: PSUID=3130, HHID=285",,1,92,0,,7,,,,3/19/2022 11:05,3/19/2022 11:36,N/A,-1,Vietnam,3130,urban,Yes,,Yes,285,Vietnamese,Yes,32,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,Rarely,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Satisfied,Dissatisfied,,,Probably,Definitely not,Use right away,,,,,,,,,,,,Not a problem at all,Small problem,Small problem,Not a problem at all,Not a problem at all,Big problem,Big problem,Not a problem at all,Small problem,Not a problem at all,Small problem,Big problem,Small problem,Small problem,Big problem,Small problem,,,,STI and HIV protection is a must-have,,No change,No difference,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A moderate amount,,,,,,,Married,6 - 9 years,We decide equally,,,0,1,Sons:,,,,1,,,Don't want more: E05≥ E07,In the next 1 to 2 years,Never,Never used / not aware of this method,Graduate from associate/vocational school,,Whenever work is available,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
165248927,-1,3/19/2022 11:24,VN.089,PC_Subject,,00:26:55,00:24:54,1.32.557.20849 PC,3/19/2022 11:51,"All steps are completed: PSUID=3136, HHID=213",,1,92,0,,7,,,,3/19/2022 11:24,3/19/2022 11:51,N/A,-1,Vietnam,3136,urban,Yes,,No,214,Vietnamese,Yes,25,Daily pill,1 or 2 pills taken after sex,Male condom,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,Rarely,,,Want to avoid pregnancy at all costs,Sore breasts,Heavier periods,Mood Swings,Vaginal dryness,,,,,,,,,,,,,,Neutral,,,Neutral,Definitely,Probably,Within 7 to 12 months,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Small problem,Big problem,Small problem,Big problem,Big problem,Small problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Bad thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,10000000,,,Never married,3 to 5 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,1 time in past year,High School(Year 10 - 12),,Seasonally / part of the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
165249133,-1,3/18/2022 7:55,VN.122,PC_Subject,,00:18:56,00:12:44,1.32.557.20849 PC,3/19/2022 12:04,"All steps are completed: PSUID=3199, HHID=187",,1,92,0,,7,,,,3/18/2022 7:55,3/18/2022 8:14,N/A,-1,Vietnam,3199,rural,Yes,,No,187,Vietnamese,Yes,27,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably not,Probably not,1 to 2 years,,,,,,,,,,,,Small problem,Small problem,Small problem,Small problem,Small problem,Small problem,Big problem,Small problem,Big problem,Big problem,Small problem,Big problem,Big problem,Small problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A little,A little,A little,,,,,,,Married,3 to 5 years,We decide equally,,,0,1,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Unsure,Never,Never used / not aware of this method,Diploma/Certificate,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
